name,discipline,category,template_dir,card_path,description,standards,tags,tool_mode,param_count,output_count,archetype_count,visibility_mix,hidden_params,multimodal_families,operation_handles
effective-wind-area,structural,wind-load-analysis,src/aec_bench/templates/builtin/structural/effective_wind_area,docs/task-world-opportunities/task-cards/structural/effective-wind-area.md,Effective wind area calculation for facade pressure coefficient selection,ASCE 7; AS/NZS 1170.2,structural; facades; wind-load; effective-area; deterministic,with-tool,5,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
fender-energy-check,structural,fender-design,src/aec_bench/templates/builtin/structural/fender_energy_check,docs/task-world-opportunities/task-cards/structural/fender-energy-check.md,Corrected fender energy capacity check for marine berths,PIANC WG211; BS 6349-4,structural; marine; fender; energy-capacity; deterministic,with-tool,6,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
gravity-base-stability,structural,wind-turbine-foundations,src/aec_bench/templates/builtin/structural/gravity_base_stability,docs/task-world-opportunities/task-cards/structural/gravity-base-stability.md,Reduced gravity base eccentricity and bearing check,AS 5100.3; EN 1997-1,structural; foundation; gravity-base; stability; deterministic,with-tool,5,5,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
lap-splice-length,structural,rebar-detailing,src/aec_bench/templates/builtin/structural/lap_splice_length,docs/task-world-opportunities/task-cards/structural/lap-splice-length.md,Reduced reinforcement lap splice length calculation,ACI 318; AS 3600,structural; rebar; lap-splice; detailing; deterministic,with-tool,5,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
load-combinations,structural,load-analysis,src/aec_bench/templates/builtin/structural/load_combinations,docs/task-world-opportunities/task-cards/structural/load-combinations.md,Reduced structural load combination calculation,AASHTO LRFD 3.4; EN 1990,structural; load-combinations; factored-actions; deterministic,with-tool,14,6,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
mooring-line-capacity,structural,marine-mooring,src/aec_bench/templates/builtin/structural/mooring_line_capacity,docs/task-world-opportunities/task-cards/structural/mooring-line-capacity.md,Mooring line design tension and capacity margin calculation,AS 4997; BS 6349-4; PIANC WG153,structural; marine; mooring; capacity; deterministic,with-tool,4,5,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
pipe-support-dead-load,structural,pipe-support,src/aec_bench/templates/builtin/structural/pipe_support_dead_load,docs/task-world-opportunities/task-cards/structural/pipe-support-dead-load.md,Pipe support operating and hydrotest dead line load calculation,ASME B31.3; AS 4041; EN 13480,structural; pipe-support; dead-load; hydrotest; deterministic,with-tool,7,5,2,all_given,,drawing-geometry; tabular-source; chart-curve,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table; source_curve
scm-substitution,structural,concrete-mix-design,src/aec_bench/templates/builtin/structural/scm_substitution,docs/task-world-opportunities/task-cards/structural/scm-substitution.md,Supplementary cementitious material replacement calculation,ACI 211.1; AS 1379,structural; concrete; scm; binder; deterministic,with-tool,3,4,2,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
target-strength-calc,structural,concrete-mix-design,src/aec_bench/templates/builtin/structural/target_strength_calc,docs/task-world-opportunities/task-cards/structural/target-strength-calc.md,Concrete target mean compressive strength calculation,ACI 318; ACI 301; AS 1379,structural; concrete; mix-design; target-strength; deterministic,with-tool,4,4,3,all_given,,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; source_geometry; source_table
thermal-movement-calc,structural,movement-tolerance,src/aec_bench/templates/builtin/structural/thermal_movement_calc,docs/task-world-opportunities/task-cards/structural/thermal-movement-calc.md,Thermal expansion and contraction calculation for structural components,First principles; Material data,structural; facades; thermal-movement; movement-joints; deterministic,with-tool,4,4,3,all_given; partial,coefficient_thermal_expansion_microstrain_c,drawing-geometry; tabular-source; document-evidence,parameters; outputs; difficulty; archetype; evidence_profile; hidden_parameter_policy; source_geometry; source_table
